"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"16075","Q8BHG2","CZIB_MOUSE","CXXC motif containing zinc binding protein","Mus musculus","10090","Czib","1","1"
"16076","Q8BHH8","CLRN3_MOUSE","Clarin-3","Mus musculus","10090","Clrn3","1","1"
"16077","Q8BHH9","T179A_MOUSE","Transmembrane protein 179","Mus musculus","10090","Tmem179","2","1"
"16078","Q8BHI4","KBTB3_MOUSE","Kelch repeat and BTB domain-containing protein 3","Mus musculus","10090","Kbtbd3","2","1"
"16079","Q8BHK0","PNMA2_MOUSE","Paraneoplastic antigen Ma2 homolog","Mus musculus","10090","Pnma2","2","1"
"16080","Q8BHL6","FAP24_MOUSE","Fanconi anemia core complex-associated protein 24","Mus musculus","10090","Faap24","2","1"
"16081","Q8BHN7","CL029_MOUSE","Uncharacterized protein C12orf29 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16082","Q8BHN9","CLBA1_MOUSE","Uncharacterized protein CLBA1","Mus musculus","10090","Clba1","2","1"
"16083","Q8BHW2","OSCP1_MOUSE","Protein OSCP1","Mus musculus","10090","Oscp1","1","1"
"16084","Q8BHW5","T255A_MOUSE","Transmembrane protein 255A","Mus musculus","10090","Tmem255a","1","1"
"16085","Q8BHW6","SPT21_MOUSE","Spermatogenesis-associated protein 21","Mus musculus","10090","Spata21","2","1"
"16086","Q8BHW9","SLNL1_MOUSE","Schlafen-like protein 1","Mus musculus","10090","Slfnl1","2","1"
"16087","Q8BHY2","NOC4L_MOUSE","Nucleolar complex protein 4 homolog","Mus musculus","10090","Noc4l","2","1"
"16088","Q8BHZ0","CYRIA_MOUSE","CYFIP-related Rac1 interactor A","Mus musculus","10090","Cyria","1","1"
"16089","Q8BI17","SH2D7_MOUSE","SH2 domain-containing protein 7","Mus musculus","10090","Sh2d7","2","2"
"16090","Q8BI29","SARG_MOUSE","Specifically androgen-regulated gene protein","Mus musculus","10090","Sarg","1","2"
"16091","Q8BIL2","MSD1_MOUSE","Myb/SANT-like DNA-binding domain-containing protein 1","Mus musculus","10090","Msantd1","2","1"
"16092","Q8BIR2","ASTE1_MOUSE","Protein asteroid homolog 1","Mus musculus","10090","Aste1","2","1"
"16093","Q8BIS8","CC126_MOUSE","Coiled-coil domain-containing protein 126","Mus musculus","10090","Ccdc126","2","1"
"16094","Q8BJ25","THAP3_MOUSE","THAP domain-containing protein 3","Mus musculus","10090","Thap3","2","1"
"16095","Q8BJ83","TM2D3_MOUSE","TM2 domain-containing protein 3","Mus musculus","10090","Tm2d3","2","1"
"16096","Q8BJG4","MOB3C_MOUSE","MOB kinase activator 3C","Mus musculus","10090","Mob3c","2","1"
"16097","Q8BJH1","ZC21A_MOUSE","Zinc finger C2HC domain-containing protein 1A","Mus musculus","10090","Zc2hc1a","1","1"
"16098","Q8BJM3","R3HCL_MOUSE","Coiled-coil domain-containing protein R3HCC1L","Mus musculus","10090","R3hcc1l","1","1"
"16099","Q8BJN4","FNDC9_MOUSE","Fibronectin type III domain-containing protein 9","Mus musculus","10090","Fndc9","2","1"
"16100","Q8BJU9","RF1ML_MOUSE","Peptide chain release factor 1-like, mitochondrial","Mus musculus","10090","Mtrf1l","2","1"
"16101","Q8BJW5","NOL11_MOUSE","Nucleolar protein 11","Mus musculus","10090","Nol11","2","1"
"16102","Q8BK08","TMM11_MOUSE","Transmembrane protein 11, mitochondrial","Mus musculus","10090","Tmem11","1","1"
"16103","Q8BKE5","FSBP_MOUSE","Fibrinogen silencer-binding protein","Mus musculus","10090","Fsbp","2","1"
"16104","Q8BKE6","CP20A_MOUSE","Cytochrome P450 20A1","Mus musculus","10090","Cyp20a1","1","1"
"16105","Q8BKR5","PPR37_MOUSE","Protein phosphatase 1 regulatory subunit 37","Mus musculus","10090","Ppp1r37","1","1"
"16106","Q8BL95","CF298_MOUSE","Cilia- and flagella-associated protein 298","Mus musculus","10090","Cfap298","1","1"
"16107","Q8BLB8","AN34C_MOUSE","Ankyrin repeat domain-containing protein 34C","Mus musculus","10090","Ankrd34c","1","1"
"16108","Q8BLD6","ANR55_MOUSE","Ankyrin repeat domain-containing protein 55","Mus musculus","10090","Ankrd55","1","2"
"16109","Q8BLH7","HIRP3_MOUSE","HIRA-interacting protein 3","Mus musculus","10090","Hirip3","1","1"
"16110","Q8BLJ3","PLCX3_MOUSE","PI-PLC X domain-containing protein 3","Mus musculus","10090","Plcxd3","1","1"
"16111","Q8BLQ0","F124B_MOUSE","Protein FAM124B","Mus musculus","10090","Fam124b","1","1"
"16112","Q8BLQ7","CTR4_MOUSE","Cationic amino acid transporter 4","Mus musculus","10090","Slc7a4","1","1"
"16113","Q8BLR2","CPNE4_MOUSE","Copine-4","Mus musculus","10090","Cpne4","1","1"
"16114","Q8BLS7","SWAHA_MOUSE","Ankyrin repeat domain-containing protein SOWAHA","Mus musculus","10090","Sowaha","1","2"
"16115","Q8BM86","LHPL6_MOUSE","LHFPL tetraspan subfamily member 6 protein","Mus musculus","10090","Lhfpl6","2","1"
"16116","Q8BMD6","TM260_MOUSE","Transmembrane protein 260","Mus musculus","10090","Tmem260","2","2"
"16117","Q8BMJ7","CGRF1_MOUSE","Cell growth regulator with RING finger domain protein 1","Mus musculus","10090","Cgrrf1","2","1"
"16118","Q8BMK5","CC184_MOUSE","Coiled-coil domain-containing protein 184","Mus musculus","10090","Ccdc184","2","1"
"16119","Q8BML2","OACYL_MOUSE","O-acyltransferase like protein","Mus musculus","10090","Oacyl","2","1"
"16120","Q8BN57","CC033_MOUSE","Protein C3orf33 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16121","Q8BND4","INT6L_MOUSE","Integrator complex subunit 6-like","Mus musculus","10090","Ints6l","2","1"
"16122","Q8BNN1","SPA2L_MOUSE","Spermatogenesis-associated protein 2-like protein","Mus musculus","10090","Spata2l","1","1"
"16123","Q8BNU0","ARMC6_MOUSE","Armadillo repeat-containing protein 6","Mus musculus","10090","Armc6","1","1"
"16124","Q8BNW9","KBTBB_MOUSE","Kelch repeat and BTB domain-containing protein 11","Mus musculus","10090","Kbtbd11","1","3"
"16125","Q8BNX7","NRAC_MOUSE","Nutritionally-regulated adipose and cardiac-enriched protein","Mus musculus","10090","Nrac","1","2"
"16126","Q8BP01","VMAC_MOUSE","Vimentin-type intermediate filament-associated coiled-coil protein","Mus musculus","10090","Vmac","1","1"
"16127","Q8BP07","TM220_MOUSE","Transmembrane protein 220","Mus musculus","10090","Tmem220","2","1"
"16128","Q8BP78","F10C1_MOUSE","Protein FRA10AC1 homolog","Mus musculus","10090","Fra10ac1","1","3"
"16129","Q8BPE4","TM177_MOUSE","Transmembrane protein 177","Mus musculus","10090","Tmem177","1","1"
"16130","Q8BPS4","GP180_MOUSE","Integral membrane protein GPR180","Mus musculus","10090","Gpr180","1","1"
"16131","Q8BPW0","IQCJ_MOUSE","IQ domain-containing protein J","Mus musculus","10090","Iqcj","4","1"
"16132","Q8BQ89","LIX1L_MOUSE","LIX1-like protein","Mus musculus","10090","Lix1l","2","2"
"16133","Q8BQB6","SAXO2_MOUSE","Stabilizer of axonemal microtubules 2","Mus musculus","10090","Saxo2","2","2"
"16134","Q8BQH4","UBAD2_MOUSE","UBA-like domain-containing protein 2","Mus musculus","10090","Ubald2","2","1"
"16135","Q8BQH6","CDCP2_MOUSE","CUB domain-containing protein 2","Mus musculus","10090","Cdcp2","2","1"
"16136","Q8BQM4","HEAT3_MOUSE","HEAT repeat-containing protein 3","Mus musculus","10090","Heatr3","1","1"
"16137","Q8BQM7","SMCO3_MOUSE","Single-pass membrane and coiled-coil domain-containing protein 3","Mus musculus","10090","Smco3","2","1"
"16138","Q8BQM8","EMAL5_MOUSE","Echinoderm microtubule-associated protein-like 5","Mus musculus","10090","Eml5","2","2"
"16139","Q8BQS4","F102B_MOUSE","Protein FAM102B","Mus musculus","10090","Fam102b","2","2"
"16140","Q8BQU3","SDHF3_MOUSE","Succinate dehydrogenase assembly factor 3, mitochondrial","Mus musculus","10090","Sdhaf3","2","1"
"16141","Q8BQX5","TMCO6_MOUSE","Transmembrane and coiled-coil domain-containing protein 6","Mus musculus","10090","Tmco6","1","2"
"16142","Q8BR21","F180A_MOUSE","Protein FAM180A","Mus musculus","10090","Fam180a","2","1"
"16143","Q8BR63","F177A_MOUSE","Protein FAM177A1","Mus musculus","10090","Fam177a1","1","1"
"16144","Q8BR92","PALM2_MOUSE","Paralemmin-2","Mus musculus","10090","Palm2","1","1"
"16145","Q8BRG8","TM209_MOUSE","Transmembrane protein 209","Mus musculus","10090","Tmem209","2","1"
"16146","Q8BSD5","SHE_MOUSE","SH2 domain-containing adapter protein E","Mus musculus","10090","She","1","1"
"16147","Q8BSI6","R3HC1_MOUSE","R3H and coiled-coil domain-containing protein 1","Mus musculus","10090","R3hcc1","1","3"
"16148","Q8BSU7","MOB3A_MOUSE","MOB kinase activator 3A","Mus musculus","10090","Mob3a","1","1"
"16149","Q8BSV3","BEND7_MOUSE","BEN domain-containing protein 7","Mus musculus","10090","Bend7","2","1"
"16150","Q8BT18","ARMD4_MOUSE","Armadillo-like helical domain-containing protein 4","Mus musculus","10090","Armh4","2","2"
"16151","Q8BT51","COA4_MOUSE","Cytochrome c oxidase assembly factor 4 homolog, mitochondrial","Mus musculus","10090","COA4","3","1"
"16152","Q8BT88","CP090_MOUSE","Uncharacterized protein C16orf90 homolog","Mus musculus","10090","Mus musculus OX=10090","2","2"
"16153","Q8BTG3","T11L1_MOUSE","T-complex protein 11-like protein 1","Mus musculus","10090","Tcp11l1","1","1"
"16154","Q8BTI7","ANR52_MOUSE","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C","Mus musculus","10090","Ankrd52","1","1"
"16155","Q8BTN6","LENG9_MOUSE","Leukocyte receptor cluster member 9","Mus musculus","10090","Leng9","2","1"
"16156","Q8BTZ5","ANR46_MOUSE","Ankyrin repeat domain-containing protein 46","Mus musculus","10090","Ankrd46","1","1"
"16157","Q8BU03","PWP2_MOUSE","Periodic tryptophan protein 2 homolog","Mus musculus","10090","Pwp2","1","1"
"16158","Q8BU40","NAL4A_MOUSE","NACHT, LRR and PYD domains-containing protein 4A","Mus musculus","10090","Nlrp4a","2","1"
"16159","Q8BU51","BPIB6_MOUSE","BPI fold-containing family B member 6","Mus musculus","10090","Bpifb6","2","3"
"16160","Q8BU88","RM22_MOUSE","39S ribosomal protein L22, mitochondrial","Mus musculus","10090","Mrpl22","1","1"
"16161","Q8BUG5","CAYP2_MOUSE","Calcyphosin-2","Mus musculus","10090","Caps2","2","2"
"16162","Q8BUM6","F163B_MOUSE","Protein FAM163B","Mus musculus","10090","Fam163b","1","1"
"16163","Q8BUP8","FA43A_MOUSE","Protein FAM43A","Mus musculus","10090","Fam43a","2","1"
"16164","Q8BUY5","TIDC1_MOUSE","Complex I assembly factor TIMMDC1, mitochondrial","Mus musculus","10090","Timmdc1","1","1"
"16165","Q8BUZ3","TIGD4_MOUSE","Tigger transposable element-derived protein 4","Mus musculus","10090","Tigd4","2","1"
"16166","Q8BV66","IFI44_MOUSE","Interferon-induced protein 44","Mus musculus","10090","Ifi44","2","1"
"16167","Q8BV79","TRNK1_MOUSE","TPR and ankyrin repeat-containing protein 1","Mus musculus","10090","Trank1","2","3"
"16168","Q8BVA2","TM222_MOUSE","Transmembrane protein 222","Mus musculus","10090","Tmem222","1","1"
"16169","Q8BVD7","C1QT7_MOUSE","Complement C1q tumor necrosis factor-related protein 7","Mus musculus","10090","C1qtnf7","2","2"
"16170","Q8BVF4","CCD30_MOUSE","Coiled-coil domain-containing protein 30","Mus musculus","10090","Ccdc30","1","1"
"16171","Q8BVP6","LYPD4_MOUSE","Ly6/PLAUR domain-containing protein 4","Mus musculus","10090","Lypd4","1","1"
"16172","Q8BVR0","BAFL_MOUSE","Barrier-to-autointegration factor-like protein","Mus musculus","10090","Banf2","1","1"
"16173","Q8BVT6","PP2D1_MOUSE","Protein phosphatase 2C-like domain-containing protein 1","Mus musculus","10090","Pp2d1","2","1"
"16174","Q8BVV7","CEP95_MOUSE","Centrosomal protein of 95 kDa","Mus musculus","10090","Cep95","1","2"
"16175","Q8BW00","PTH_MOUSE","Probable peptidyl-tRNA hydrolase","Mus musculus","10090","Ptrh1","2","1"
"16176","Q8BW49","TTC12_MOUSE","Tetratricopeptide repeat protein 12","Mus musculus","10090","Ttc12","1","1"
"16177","Q8BW56","GTDC1_MOUSE","Glycosyltransferase-like domain-containing protein 1","Mus musculus","10090","Gtdc1","2","2"
"16178","Q8BW66","S2548_MOUSE","Solute carrier family 25 member 48","Mus musculus","10090","Slc25a48","1","2"
"16179","Q8BW86","ARG33_MOUSE","Rho guanine nucleotide exchange factor 33","Mus musculus","10090","Arhgef33","1","3"
"16180","Q8BW88","PKHS1_MOUSE","Pleckstrin homology domain-containing family S member 1","Mus musculus","10090","Plekhs1","2","2"
"16181","Q8BWS5","GRIN3_MOUSE","G protein-regulated inducer of neurite outgrowth 3","Mus musculus","10090","Gprin3","1","1"
"16182","Q8BWY2","CLC1A_MOUSE","C-type lectin domain family 1 member A","Mus musculus","10090","Clec1a","1","1"
"16183","Q8BXC6","COMD2_MOUSE","COMM domain-containing protein 2","Mus musculus","10090","Commd2","1","1"
"16184","Q8BXJ9","TMM62_MOUSE","Transmembrane protein 62","Mus musculus","10090","Tmem62","2","1"
"16185","Q8BXQ8","FA53C_MOUSE","Protein FAM53C","Mus musculus","10090","Fam53c","1","1"
"16186","Q8BXV2","BRI3B_MOUSE","BRI3-binding protein","Mus musculus","10090","Bri3bp","1","1"
"16187","Q8BXX9","CC169_MOUSE","Coiled-coil domain-containing protein 169","Mus musculus","10090","Ccdc169","2","2"
"16188","Q8BXZ0","CTXN3_MOUSE","Cortexin-3","Mus musculus","10090","Ctxn3","3","1"
"16189","Q8BY98","SWAHD_MOUSE","Ankyrin repeat domain-containing protein SOWAHD","Mus musculus","10090","Sowahd","2","1"
"16190","Q8BYG0","TTC24_MOUSE","Tetratricopeptide repeat protein 24","Mus musculus","10090","Ttc24","2","1"
"16191","Q8BYY9","SPA3B_MOUSE","Serine protease inhibitor A3B","Mus musculus","10090","Serpina3b","2","1"
"16192","Q8BZ94","ZMAT4_MOUSE","Zinc finger matrin-type protein 4","Mus musculus","10090","Zmat4","2","1"
"16193","Q8BZE1","DMBTL_MOUSE","Putative DMBT1-like protein","Mus musculus","10090","Cdcp3","2","2"
"16194","Q8BZG5","MT25B_MOUSE","Methyltransferase-like protein 25B","Mus musculus","10090","Mettl25b","2","2"
"16195","Q8BZJ8","CH034_MOUSE","Uncharacterized protein C8orf34 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16196","Q8BZL8","LMO3_MOUSE","LIM domain only protein 3","Mus musculus","10090","Lmo3","2","1"
"16197","Q8BZW2","SWAHB_MOUSE","Ankyrin repeat domain-containing protein SOWAHB","Mus musculus","10090","Sowahb","1","1"
"16198","Q8C008","DZAN1_MOUSE","Double zinc ribbon and ankyrin repeat-containing protein 1","Mus musculus","10090","Dzank1","1","2"
"16199","Q8C088","EGFEM_MOUSE","EGF-like and EMI domain-containing protein 1","Mus musculus","10090","Egfem1","2","1"
"16200","Q8C0J6","SWAHC_MOUSE","Ankyrin repeat domain-containing protein SOWAHC","Mus musculus","10090","Sowahc","1","2"
"16201","Q8C0R9","LRRD1_MOUSE","Leucine-rich repeat and death domain-containing protein 1","Mus musculus","10090","Lrrd1","2","2"
"16202","Q8C0T7","MFSD9_MOUSE","Major facilitator superfamily domain-containing protein 9","Mus musculus","10090","Mfsd9","2","1"
"16203","Q8C0W1","ANMY1_MOUSE","Ankyrin repeat and MYND domain-containing protein 1","Mus musculus","10090","Ankmy1","1","1"
"16204","Q8C0X0","LCA5L_MOUSE","Lebercilin-like protein","Mus musculus","10090","Lca5l","2","3"
"16205","Q8C186","BPIFC_MOUSE","BPI fold-containing family C protein","Mus musculus","10090","Bpifc","2","1"
"16206","Q8C1A9","ABD18_MOUSE","Protein ABHD18","Mus musculus","10090","Abhd18","2","1"
"16207","Q8C1C8","PNMA1_MOUSE","Paraneoplastic antigen Ma1 homolog","Mus musculus","10090","Pnma1","1","2"
"16208","Q8C1E1","BPIB2_MOUSE","BPI fold-containing family B member 2","Mus musculus","10090","Bpifb2","2","1"
"16209","Q8C1M2","ZN428_MOUSE","Zinc finger protein 428","Mus musculus","10090","Znf428","1","1"
"16210","Q8C1Y8","CCZ1_MOUSE","Vacuolar fusion protein CCZ1 homolog","Mus musculus","10090","Ccz1","1","1"
"16211","Q8C3B8","RFT1_MOUSE","Protein RFT1 homolog","Mus musculus","10090","Rft1","2","2"
"16212","Q8C3F2","F120C_MOUSE","Constitutive coactivator of PPAR-gamma-like protein 2","Mus musculus","10090","Fam120c","1","3"
"16213","Q8C3F7","KLH30_MOUSE","Kelch-like protein 30","Mus musculus","10090","Klhl30","2","1"
"16214","Q8C3I8","HGH1_MOUSE","Protein HGH1 homolog","Mus musculus","10090","Hgh1","1","1"
"16215","Q8C3I9","DIK2B_MOUSE","Divergent protein kinase domain 2B","Mus musculus","10090","Dipk2b","2","1"
"16216","Q8C3K5","TMM72_MOUSE","Transmembrane protein 72","Mus musculus","10090","Tmem72","2","1"
"16217","Q8C3W1","CA198_MOUSE","Uncharacterized protein C1orf198 homolog","Mus musculus","10090","Mus musculus OX=10090","1","1"
"16218","Q8C3X2","CC90B_MOUSE","Coiled-coil domain-containing protein 90B, mitochondrial","Mus musculus","10090","Ccdc90b","1","1"
"16219","Q8C494","PRR33_MOUSE","Proline-rich protein 33","Mus musculus","10090","Prr33","2","1"
"16220","Q8C4H2","SAMD3_MOUSE","Sterile alpha motif domain-containing protein 3","Mus musculus","10090","Samd3","2","3"
"16221","Q8C4J0","CCD60_MOUSE","Coiled-coil domain-containing protein 60","Mus musculus","10090","Ccdc60","2","1"
"16222","Q8C4J7","TBL3_MOUSE","Transducin beta-like protein 3","Mus musculus","10090","Tbl3","2","1"
"16223","Q8C4P0","K1958_MOUSE","Uncharacterized protein KIAA1958 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16224","Q8C4Q9","TM154_MOUSE","Transmembrane protein 154","Mus musculus","10090","Tmem154","1","1"
"16225","Q8C4S8","DEN2A_MOUSE","DENN domain-containing protein 2A","Mus musculus","10090","Dennd2a","1","1"
"16226","Q8C4U2","TM145_MOUSE","Transmembrane protein 145","Mus musculus","10090","Tmem145","1","1"
"16227","Q8C4X7","MNARL_MOUSE","Major intrinsically disordered NOTCH2-binding receptor 1-like homolog","Mus musculus","10090","Minar2","1","4"
"16228","Q8C525","M21D2_MOUSE","Nucleotidyltransferase MB21D2","Mus musculus","10090","Mb21d2","1","1"
"16229","Q8C569","F118B_MOUSE","Protein FAM118B","Mus musculus","10090","Fam118b","1","1"
"16230","Q8C581","TMM91_MOUSE","Transmembrane protein 91","Mus musculus","10090","Tmem91","2","1"
"16231","Q8C5C9","TTMP_MOUSE","TPA-induced transmembrane protein homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16232","Q8C5K5","CX038_MOUSE","Uncharacterized protein CXorf38 homolog","Mus musculus","10090","Mus musculus OX=10090","1","1"
"16233","Q8C5N5","PDD2L_MOUSE","Programmed cell death protein 2-like","Mus musculus","10090","Pdcd2l","1","1"
"16234","Q8C5R2","PRSR2_MOUSE","Proline and serine-rich protein 2","Mus musculus","10090","Proser2","1","3"
"16235","Q8C5T4","MORN3_MOUSE","MORN repeat-containing protein 3","Mus musculus","10090","Morn3","2","2"
"16236","Q8C5T8","CC113_MOUSE","Coiled-coil domain-containing protein 113","Mus musculus","10090","Ccdc113","2","1"
"16237","Q8C5U4","SPEM2_MOUSE","Uncharacterized protein SPEM2","Mus musculus","10090","Spem2","2","1"
"16238","Q8C5U9","UBQL3_MOUSE","Ubiquilin-3","Mus musculus","10090","Ubqln3","1","1"
"16239","Q8C5V8","CC187_MOUSE","Coiled-coil domain-containing protein 187","Mus musculus","10090","Ccdc187","2","1"
"16240","Q8C627","F221B_MOUSE","Protein FAM221B","Mus musculus","10090","Fam221b","2","1"
"16241","Q8C6C7","F204A_MOUSE","Protein FAM204A","Mus musculus","10090","Fam204a","2","1"
"16242","Q8C6C9","LEG1H_MOUSE","Protein LEG1 homolog","Mus musculus","10090","Leg1","2","2"
"16243","Q8C6J9","NAL4B_MOUSE","NACHT, LRR and PYD domains-containing protein 4B","Mus musculus","10090","Nlrp4b","2","1"
"16244","Q8C6U2","S66A3_MOUSE","Solute carrier family 66 member 3","Mus musculus","10090","Slc66a3","1","1"
"16245","Q8C6V3","TM212_MOUSE","Transmembrane protein 212","Mus musculus","10090","Tmem212","2","2"
"16246","Q8C6Z1","MUC15_MOUSE","Mucin-15","Mus musculus","10090","Muc15","2","1"
"16247","Q8C708","CP054_MOUSE","Transmembrane protein C16orf54 homolog","Mus musculus","10090","Mus musculus OX=10090","1","1"
"16248","Q8C739","F110B_MOUSE","Protein FAM110B","Mus musculus","10090","Fam110b","1","1"
"16249","Q8C790","F221A_MOUSE","Protein FAM221A","Mus musculus","10090","Fam221a","1","1"
"16250","Q8C7B8","ZSWM4_MOUSE","Zinc finger SWIM domain-containing protein 4","Mus musculus","10090","Zswim4","1","2"
"16251","Q8C7K6","PCYXL_MOUSE","Prenylcysteine oxidase-like","Mus musculus","10090","Pcyox1l","1","1"
"16252","Q8C811","S35E2_MOUSE","Solute carrier family 35 member E2A","Mus musculus","10090","Slc35e2a","2","1"
"16253","Q8C817","T200A_MOUSE","Transmembrane protein 200A","Mus musculus","10090","Tmem200a","1","1"
"16254","Q8C8T8","TSR2_MOUSE","Pre-rRNA-processing protein TSR2 homolog","Mus musculus","10090","Tsr2","1","1"
"16255","Q8C963","CC159_MOUSE","Coiled-coil domain-containing protein 159","Mus musculus","10090","Ccdc159","2","1"
